round_id,client_id,codec_class_used,wmape,wmspe_sqrt,mse,mape,mspe_sqrt,w_mean_of_vec,model_size,compressed_bytes,basic_raw_bytes,compression_ratio,entropy_real_rate,global_eval_loss,global_eval_acc,global_eval_f1,global_eval_auc,train_loss,train_acc,train_f1,train_auc,test_loss,test_acc,test_f1,test_auc,bins_per_plane,prior_rate,marginal_rate,phase,round_type,num_planes,encoder_decoder_size,meta_data_size
0,0,cancer,25.070382260017865,71.51210228518325,2.837493573437655e-10,696.6923236846924,7.69696980714798,2.355525975872297e-05,11181642,3.4752817153930664,18.954246520996094,5.454017277805723,2.607199908564413,2.6011901637052715,0.08155347264904733,0.059210907503570887,0.5033704196223834,2.144901990890503,0.23880699276924133,0.14906170964241028,0.6267645359039307,2.2220795154571533,0.21992163360118866,0.1285792738199234,0.5773524641990662,8,3.0676189661026,2.477426588535309,warmup,P,3,0.1964569091796875,0.00023746490478515625
0,1,cancer,25.255797786162677,71.6170610030876,2.7056473728137576e-10,704.9851894378662,7.581827789545059,2.296778438903857e-05,11181642,3.4662246704101562,18.932665824890137,5.462042315523028,2.6004051998803037,2.6011901637052715,0.08155347264904733,0.059210907503570887,0.5033704196223834,2.1460702419281006,0.23559923470020294,0.14786557853221893,0.6291617155075073,2.2319495677948,0.20993392169475555,0.12231498956680298,0.5729095339775085,8,1.6197578310966492,2.470482885837555,warmup,P,3,0.1964569091796875,0.00023746490478515625
0,2,cancer,25.195606398579695,72.45748249938056,2.8478697178258017e-10,699.0496635437012,7.651805877685547,2.329039307369385e-05,11181642,3.475332260131836,18.941319465637207,5.450218295075669,2.60723782786106,2.6011901637052715,0.08155347264904733,0.059210907503570887,0.5033704196223834,2.138585329055786,0.24639956653118134,0.15996438264846802,0.6335564255714417,2.23294734954834,0.21742470562458038,0.12921036779880524,0.5709378123283386,8,1.4812187552452087,2.477742314338684,warmup,P,3,0.1964569091796875,0.00023746490478515625
0,3,cancer,25.156289002139836,71.5611760579009,2.7534602375922645e-10,708.8741302490234,7.593489438295364,2.3187927581602708e-05,11181642,3.4754714965820312,18.940963745117188,5.44989759338978,2.6073422847914465,2.6011901637052715,0.08155347264904733,0.059210907503570887,0.5033704196223834,2.1316187381744385,0.24564875662326813,0.15532827377319336,0.6368105411529541,2.225773811340332,0.21788567304611206,0.12573425471782684,0.5762662291526794,8,1.331425279378891,2.4761762022972107,warmup,P,3,0.1964569091796875,0.00023746490478515625
0,4,cancer,25.086716739406768,71.59118323347361,2.7680546743624745e-10,688.8693332672119,7.611952722072601,2.3239554138854146e-05,11181642,3.474191665649414,18.942458152770996,5.452335384965059,2.606382139582004,2.6011901637052715,0.08155347264904733,0.059210907503570887,0.5033704196223834,2.146064281463623,0.23657087981700897,0.1518803834915161,0.6280758380889893,2.2317452430725098,0.21193146705627441,0.12296109646558762,0.5731024146080017,8,1.3689116537570953,2.478322684764862,warmup,P,3,0.1964569091796875,0.00023746490478515625
1,0,cancer,22.96289798194984,52.67686914114338,1.3354606309690098e-10,643.138313293457,6.951562315225601,2.1937927158433013e-05,11181642,3.4030075073242188,18.918004989624023,5.559201661738099,2.5529788916511547,2.229789058709335,0.2106637984019668,0.1214097331296979,0.5641837376768791,2.004521131515503,0.3065792918205261,0.209238201379776,0.7026305794715881,2.104602813720703,0.2692071199417114,0.16223695874214172,0.6399749517440796,8,1.529092237353325,2.624801456928253,warmup,T,3,0.1964569091796875,0.00023746490478515625
1,1,cancer,22.909474884261833,45.526005182167204,9.828123731514538e-11,1181.787395477295,6.058136746287346,2.177588248741813e-05,11181642,3.814817428588867,18.913187980651855,4.957822578588774,2.861923856979145,2.229789058709335,0.2106637984019668,0.1214097331296979,0.5641837376768791,2.0156850814819336,0.3039858043193817,0.20341116189956665,0.7000486850738525,2.1031384468078613,0.2717040479183197,0.16258643567562103,0.6428746581077576,8,1.7062305808067322,2.6348466873168945,warmup,T,3,0.1964569091796875,0.00023746490478515625
1,2,cancer,30.844584921598056,57.1397788394952,1.4983286833469833e-10,1984.731674194336,7.841328531503677,2.1422245481517166e-05,11181642,3.035120964050293,18.89933204650879,6.226879346939802,2.27698579510952,2.229789058709335,0.2106637984019668,0.1214097331296979,0.5641837376768791,2.0323007106781006,0.2907651364803314,0.19406668841838837,0.6944071054458618,2.119112014770508,0.2693991959095001,0.16483193635940552,0.6339756846427917,8,1.4357465840876102,2.3698851596564054,warmup,T,3,0.1964569091796875,0.00023746490478515625
1,3,cancer,25.45119078013473,56.44439096017607,1.5331154401554414e-10,1099.3194580078125,7.347996532917023,2.1936464690952562e-05,11181642,3.6374053955078125,18.917936325073242,5.200942503806931,2.728827125747721,2.229789058709335,0.2106637984019668,0.1214097331296979,0.5641837376768791,2.0131473541259766,0.3041430711746216,0.21005481481552124,0.7009722590446472,2.1082112789154053,0.2724723517894745,0.16984805464744568,0.6407325863838196,8,1.490839958190918,2.7250439524650574,warmup,T,3,0.1964569091796875,0.00023746490478515625
1,4,cancer,18.92388861857242,47.26610925828202,1.0634096381245683e-10,156.4226269721985,6.016317754983902,2.1817271772306412e-05,11181642,3.67807674407959,18.91420555114746,5.142417319484342,2.7593392812969686,2.229789058709335,0.2106637984019668,0.1214097331296979,0.5641837376768791,2.0162343978881836,0.3048256039619446,0.20165811479091644,0.6995394825935364,2.102506399154663,0.2758527994155884,0.16542862355709076,0.6416374444961548,8,1.6975735425949097,2.6283429861068726,warmup,T,3,0.1964569091796875,0.00023746490478515625
