round_id,client_id,codec_class_used,wmape,wmspe_sqrt,mse,mape,mspe_sqrt,w_mean_of_vec,model_size,compressed_bytes,basic_raw_bytes,compression_ratio,entropy_real_rate,global_eval_loss,global_eval_acc,global_eval_f1,global_eval_auc,train_loss,train_acc,train_f1,train_auc,test_loss,test_acc,test_f1,test_auc,bins_per_plane,prior_rate,marginal_rate
0,0,2-split,136.6788320028375,284.08553250096935,4.382707974315281e-09,13898.883056640625,29.098501801490784,2.3303553462028503e-05,11181642,1.6933345794677734,18.943528175354004,11.187114705534498,1.2703608289372885,2.6011899833160452,0.08155347264904733,0.059211463361322825,0.5033705726893609,2.1408069133758545,0.2419464886188507,0.16036279499530792,0.6338462233543396,2.2280495166778564,0.21669483184814453,0.13040103018283844,0.5736463665962219,2,1.0000154972076416,0.9996475577354431
0,1,2-split,136.7308060952001,281.80184964375775,4.316548007921028e-09,13916.012573242188,29.12992537021637,2.331441100977827e-05,11181642,1.693136215209961,18.944125175476074,11.18877796440428,1.270212013584409,2.6011899833160452,0.08155347264904733,0.059211463361322825,0.5033705726893609,2.1414201259613037,0.23491673171520233,0.1571764349937439,0.6364620923995972,2.2229442596435547,0.21727104485034943,0.1317218393087387,0.5772620439529419,2,0.5700846314430237,1.000352144241333
0,2,2-split,136.71928441937104,284.7392545027079,4.318272850412086e-09,13709.576416015625,28.917965292930603,2.3078506274032407e-05,11181642,1.693002700805664,18.934635162353516,11.184054906316998,1.2701118494045867,2.6011899833160452,0.08155347264904733,0.059211463361322825,0.5033705726893609,2.1237947940826416,0.2532932758331299,0.1601824313402176,0.6380562782287598,2.2203049659729004,0.2211124747991562,0.1297333538532257,0.5792977809906006,2,0.5016160607337952,0.9996476173400879
0,3,2-split,136.60862213488872,283.57813915445274,4.328231106853764e-09,13759.902954101562,29.02369201183319,2.3199705537990667e-05,11181642,1.6936302185058594,18.942404747009277,11.18449856410834,1.2705826210497528,2.6011899833160452,0.08155347264904733,0.059211463361322825,0.5033705726893609,2.1378114223480225,0.24360111355781555,0.15203945338726044,0.6320577263832092,2.2235255241394043,0.21972955763339996,0.1307334154844284,0.579006552696228,2,0.49332597851753235,1.0003522634506226
0,4,2-split,136.825376383479,290.1172453256874,4.352460170053973e-09,13500.411987304688,28.608641028404236,2.2740177882951684e-05,11181642,1.6935949325561523,18.919189453125,11.171023890919514,1.2705561490879425,2.6011899833160452,0.08155347264904733,0.059211463361322825,0.5033705726893609,2.133023977279663,0.24442017078399658,0.1541474461555481,0.6333118081092834,2.2199409008026123,0.22418561577796936,0.13141568005084991,0.5787478685379028,2,0.495078980922699,0.9996475577354431
1,0,2-split,136.60794667273507,282.68249144127316,4.276065723729516e-09,13842.257690429688,28.960412740707397,2.3132537535275333e-05,11181642,1.6926813125610352,18.94566059112549,11.192692003233976,1.269870739914585,2.572669601396468,0.08393515673017825,0.061089338960201287,0.5118431321878945,2.1113367080688477,0.25689324736595154,0.17027722299098969,0.651812732219696,2.207606315612793,0.22372464835643768,0.13526955246925354,0.5891026854515076,2,0.3874914348125458,0.9999991059303284
1,1,2-split,136.6846333575831,282.565748361755,4.209310677794065e-09,13753.067016601562,28.833431005477905,2.2960744900046848e-05,11181642,1.6935243606567383,18.941739082336426,11.18480461361119,1.270503205164322,2.572669601396468,0.08393515673017825,0.061089338960201287,0.5118431321878945,2.1041483879089355,0.2609882652759552,0.17993474006652832,0.6566174626350403,2.200742483139038,0.22898739576339722,0.1381770670413971,0.5905211567878723,2,0.34398481249809265,0.9996461272239685
1,2,2-split,136.64743881603923,284.43221578375676,4.217460602973233e-09,13663.61083984375,28.716757893562317,2.2832145987194963e-05,11181642,1.6934623718261719,18.936793327331543,11.182293532102962,1.2704567003665472,2.572669601396468,0.08393515673017825,0.061089338960201287,0.5118431321878945,2.106520891189575,0.26455533504486084,0.16940242052078247,0.6480536460876465,2.1929757595062256,0.23609404265880585,0.13898542523384094,0.5947023630142212,2,0.34332019090652466,0.9996476173400879
1,3,2-split,136.64346680209854,283.96107778008576,4.223526861579785e-09,13699.836730957031,28.770658373832703,2.288647010573186e-05,11181642,1.6931324005126953,18.940651893615723,11.186751779057756,1.2702091517507,2.572669601396468,0.08393515673017825,0.061089338960201287,0.5118431321878945,2.1208388805389404,0.2554774284362793,0.16331921517848969,0.638943612575531,2.194441556930542,0.23010140657424927,0.13607516884803772,0.5916127562522888,2,0.3257720470428467,0.9996474385261536
1,4,2-split,136.6610229405778,283.22042794300086,4.170121137292426e-09,13647.193908691406,28.69422435760498,2.2800782971899025e-05,11181642,1.693288803100586,18.93510627746582,11.18244344543807,1.270326486932778,2.572669601396468,0.08393515673017825,0.061089338960201287,0.5118431321878945,2.1140122413635254,0.25465837121009827,0.15975600481033325,0.6457486152648926,2.215153932571411,0.22464658319950104,0.12764941155910492,0.5802521705627441,2,0.32755038142204285,1.0
