round_id,client_id,codec_class_used,wmape,wmspe_sqrt,mse,mape,mspe_sqrt,w_mean_of_vec,model_size,compressed_bytes,basic_raw_bytes,compression_ratio,entropy_real_rate,global_eval_loss,global_eval_acc,global_eval_f1,global_eval_auc,train_loss,train_acc,train_f1,train_auc,test_loss,test_acc,test_f1,test_auc,bins_per_plane,prior_rate,marginal_rate
0,0,5-split,85.72344767515634,259.2480312654159,3.6335752184868397e-09,625.6155967712402,25.281471014022827,2.32515340030659e-05,11181642,2.9770278930664062,18.94235897064209,6.362842288028088,2.2334036450102768,2.6011982039945143,0.08147664413030117,0.05909761200292783,0.5033665122298738,2.1433916091918945,0.2380562424659729,0.14885425567626953,0.6287764310836792,2.2140426635742188,0.21961432695388794,0.12848255038261414,0.5823066234588623,5,2.302539348602295,2.30027174949646
0,1,5-split,85.95507346918347,267.598032365625,3.6123772861884618e-09,612.2726440429688,24.644756317138672,2.246020085294731e-05,11181642,2.978069305419922,18.912713050842285,6.350662496813688,2.234184925612893,2.6011982039945143,0.08147664413030117,0.05909761200292783,0.5033665122298738,2.134965658187866,0.2464509904384613,0.1583581566810608,0.6331919431686401,2.2179160118103027,0.21934542059898376,0.1301623284816742,0.5808840990066528,5,0.6087850332260132,2.3006410598754883
0,2,5-split,85.7888126422103,264.3915993168529,3.6889793442185237e-09,622.0434665679932,25.044554471969604,2.2972351871430874e-05,11181642,2.9778881072998047,18.931387901306152,6.357320093692895,2.234048988511705,2.6011982039945143,0.08147664413030117,0.05909761200292783,0.5033665122298738,2.151456832885742,0.2402566373348236,0.15318654477596283,0.6246066093444824,2.2242493629455566,0.22311002016067505,0.13471302390098572,0.5792894959449768,5,0.45322561264038086,2.3001930713653564
0,3,5-split,85.59943185520935,257.435783401573,3.6431906380585133e-09,632.1301460266113,25.417980551719666,2.3446176783181727e-05,11181642,2.9766454696655273,18.947739601135254,6.365467367285876,2.2331167461809276,2.6011982039945143,0.08147664413030117,0.05909761200292783,0.5033665122298738,2.1183390617370605,0.2584123909473419,0.1625054031610489,0.6450991034507751,2.219810724258423,0.22449293732643127,0.12887811660766602,0.5785123109817505,5,0.4229012131690979,2.2999613285064697
0,4,5-split,85.60505054467679,257.2951469903843,3.6874159281552465e-09,636.6833209991455,25.54277777671814,2.3600949134561233e-05,11181642,2.976377487182617,18.955744743347168,6.368730050196126,2.232915702362855,2.6011982039945143,0.08147664413030117,0.05909761200292783,0.5033665122298738,2.1394832134246826,0.2399153709411621,0.1558055281639099,0.6314643621444702,2.230140447616577,0.2162722796201706,0.12749938666820526,0.5737343430519104,5,0.4232160151004791,2.299962282180786
1,0,5-split,85.43746812465955,261.37345420402875,3.3082931949479644e-09,598.0533123016357,24.220049381256104,2.2005970095051453e-05,11181642,2.9784440994262695,18.90150737762451,6.3461011006603965,2.2344661007748234,2.5333985706817614,0.08889059618930548,0.06553747918922895,0.5242776320004283,2.0979926586151123,0.26371827721595764,0.17138653993606567,0.6548402905464172,2.1781251430511475,0.2453518807888031,0.14488692581653595,0.6020370721817017,5,0.4057248532772064,2.300584554672241
1,1,5-split,85.59881034892247,260.47793566219417,3.43064487928757e-09,606.8590641021729,24.63112324476242,2.248624514322728e-05,11181642,2.977710723876953,18.915565490722656,6.35238518605822,2.2339159132442266,2.5333985706817614,0.08889059618930548,0.06553747918922895,0.5242776320004283,2.1028013229370117,0.2648102641105652,0.17034289240837097,0.6510475873947144,2.1855814456939697,0.23978181183338165,0.1402544379234314,0.5985398292541504,5,0.38262760639190674,2.3001389503479004
1,2,5-split,85.46240645807555,261.33268766225115,3.3738647431391655e-09,606.0957431793213,24.394400417804718,2.2226449800655246e-05,11181642,2.9777755737304688,18.909377098083496,6.350168651022411,2.2339645644172834,2.5333985706817614,0.08889059618930548,0.06553747918922895,0.5242776320004283,2.1011762619018555,0.2633267343044281,0.173042893409729,0.6544800996780396,2.1810507774353027,0.2402043640613556,0.1421324908733368,0.6005525588989258,5,0.3744100332260132,2.3003604412078857
1,3,5-split,85.33880737222694,255.90522899240017,3.478866528183744e-09,623.1502532958984,25.067585706710815,2.304834379174281e-05,11181642,2.9754085540771484,18.9384765625,6.3650003750069715,2.232188796600714,2.5333985706817614,0.08889059618930548,0.06553747918922895,0.5242776320004283,2.0924277305603027,0.26448705792427063,0.16950711607933044,0.660088837146759,2.1819539070129395,0.23958973586559296,0.14150288701057434,0.599324107170105,5,0.36476951837539673,2.2999393939971924
1,4,5-split,85.46004223943888,257.20290192081285,3.4805136550630777e-09,614.9171352386475,24.98367428779602,2.2937485482543707e-05,11181642,2.97702693939209,18.93186378479004,6.359318934700649,2.233402929551849,2.5333985706817614,0.08889059618930548,0.06553747918922895,0.5242776320004283,2.1036598682403564,0.26346325874328613,0.17480744421482086,0.6509245038032532,2.1780002117156982,0.24120312929153442,0.1457527130842209,0.6047691702842712,5,0.37143373489379883,2.300031900405884
2,0,5-split,85.36128890527925,256.43510208866667,3.3134963661751726e-09,602.4158000946045,24.581389129161835,2.244738607259933e-05,11181642,2.977633476257324,18.9173002243042,6.353132571602437,2.2338579611116147,2.4722993719702346,0.0994161032575292,0.07542097745308887,0.5461735061563655,2.0412228107452393,0.2890390455722809,0.19188709557056427,0.6859809756278992,2.127495288848877,0.2661724090576172,0.16132265329360962,0.6280259490013123,5,0.3676536977291107,2.2999608516693115
2,1,5-split,85.48317096572491,259.46156904131084,3.203803888851553e-09,590.3479099273682,24.063538014888763,2.1815236323163845e-05,11181642,2.9783029556274414,18.894646644592285,6.344098275459602,2.2343602129275824,2.4722993719702346,0.0994161032575292,0.07542097745308887,0.5461735061563655,2.043177604675293,0.2893120348453522,0.19306327402591705,0.6844303011894226,2.133175849914551,0.2586047947406769,0.15925636887550354,0.6272578239440918,5,0.360734224319458,2.300359010696411
2,2,5-split,85.2277818852355,256.5015632539013,3.248036062331039e-09,601.4110088348389,24.361073970794678,2.2218790036276914e-05,11181642,2.977773666381836,18.909076690673828,6.350071835261217,2.2339631335004286,2.4722993719702346,0.0994161032575292,0.07542097745308887,0.5461735061563655,2.056609630584717,0.27841103076934814,0.18775072693824768,0.678881824016571,2.135850191116333,0.25752919912338257,0.1560889631509781,0.6251096725463867,5,0.34181568026542664,2.300154209136963
2,3,5-split,85.25078000336012,252.97627215125965,3.2988745068962544e-09,612.0232582092285,24.781909584999084,2.2704038201482035e-05,11181642,2.976841926574707,18.92699909210205,6.35807999179867,2.2332641306169525,2.4722993719702346,0.0994161032575292,0.07542097745308887,0.5461735061563655,2.0262436866760254,0.2913111746311188,0.1919005662202835,0.6954419612884521,2.1171202659606934,0.2662108242511749,0.15907281637191772,0.6370018720626831,5,0.3352329432964325,2.2999274730682373
2,4,5-split,85.1521228678927,254.64276903141533,3.2920497439192786e-09,605.1091194152832,24.617090821266174,2.2532109142048284e-05,11181642,2.9771318435668945,18.92064666748047,6.355327093882307,2.233481629978853,2.4722993719702346,0.0994161032575292,0.07542097745308887,0.5461735061563655,2.0396032333374023,0.2921302318572998,0.19777680933475494,0.6860257387161255,2.1174628734588623,0.26951444149017334,0.1613055169582367,0.635037362575531,5,0.35316354036331177,2.2999508380889893
3,0,5-split,85.34896831976678,254.2241920573438,3.1504714392838196e-09,595.7218647003174,24.286922812461853,2.207856778113637e-05,11181642,2.9777870178222656,18.905173301696777,6.348732528064627,2.233973149918411,2.4145977677709864,0.1158958205285802,0.09098121264501793,0.5687593348244822,1.9708054065704346,0.3220038115978241,0.22492453455924988,0.7196033596992493,2.066117525100708,0.29548248648643494,0.18657733500003815,0.6592122912406921,5,0.34200039505958557,2.299868583679199
3,1,5-split,85.36883615796485,256.3028818636933,3.1998605987126894e-09,596.6635227203369,24.269999563694,2.207049328717403e-05,11181642,2.9777326583862305,18.902942657470703,6.348099317859876,2.2339323687880546,2.4145977677709864,0.1158958205285802,0.09098121264501793,0.5687593348244822,1.979638934135437,0.31633907556533813,0.21410049498081207,0.7137961387634277,2.0635228157043457,0.29298555850982666,0.17847466468811035,0.6618714928627014,5,0.3550245463848114,2.2997548580169678
3,2,5-split,85.31188159723649,255.40989954173884,3.2047597908757552e-09,602.2744655609131,24.34270977973938,2.216460597992409e-05,11181642,2.9772872924804688,18.90530776977539,6.349843301156471,2.2335982497025033,2.4145977677709864,0.1158958205285802,0.09098121264501793,0.5687593348244822,1.9775642156600952,0.3255067765712738,0.22858577966690063,0.7191947102546692,2.0701889991760254,0.2923325002193451,0.1823561042547226,0.6593663096427917,5,0.3369256854057312,2.299704074859619
