round_id,client_id,codec_class_used,wmape,wmspe_sqrt,mse,mape,mspe_sqrt,w_mean_of_vec,model_size,compressed_bytes,basic_raw_bytes,compression_ratio,entropy_real_rate,global_eval_loss,global_eval_acc,global_eval_f1,global_eval_auc,train_loss,train_acc,train_f1,train_auc,test_loss,test_acc,test_f1,test_auc,bins_per_plane,prior_rate,marginal_rate,phase,round_type,num_planes,encoder_decoder_size,meta_data_size
0,0,cancer,25.153680268876904,70.32143684092055,2.731042336723277e-10,709.1567516326904,7.663628458976746,2.3500466340919957e-05,11181642,3.4727296829223633,18.952221870422363,5.457442300684266,2.6052853418129467,2.6011982039945143,0.08147664413030117,0.05909761200292783,0.5033665122298738,2.1271755695343018,0.2432432472705841,0.1613839566707611,0.6435590982437134,2.2159101963043213,0.22618316113948822,0.13506709039211273,0.5833662152290344,8,3.0498252511024475,2.473199427127838,warmup,P,3,0.1964569091796875,0.00023746490478515625
0,1,cancer,25.163645976444965,71.52051683759208,2.814554422858606e-10,705.964994430542,7.6689161360263824,2.3457092538592406e-05,11181642,3.4674072265625,18.949400901794434,5.465005885847562,2.601292368330161,2.6011982039945143,0.08147664413030117,0.05909761200292783,0.5033665122298738,2.123502016067505,0.25279825925827026,0.1645062416791916,0.6401424407958984,2.208751916885376,0.22783496975898743,0.1339760571718216,0.586259126663208,8,1.633442759513855,2.4742389917373657,warmup,P,3,0.1964569091796875,0.00023746490478515625
0,2,cancer,25.203773697644383,71.39824837985226,2.786505748364476e-10,708.9416027069092,7.6688796281814575,2.3379887352348305e-05,11181642,3.467719078063965,18.947574615478516,5.4639877651384,2.60152632323589,2.6011982039945143,0.08147664413030117,0.05909761200292783,0.5033665122298738,2.1325151920318604,0.2469456046819687,0.15164950489997864,0.6328607797622681,2.221602201461792,0.2223801463842392,0.1211167424917221,0.5775277018547058,8,1.448411613702774,2.473452568054199,warmup,P,3,0.1964569091796875,0.00023746490478515625
0,3,cancer,25.063735420302073,70.38208204530999,2.785610353495116e-10,698.3235359191895,7.705467939376831,2.3713631890132092e-05,11181642,3.4727630615234375,18.95880699157715,5.459286065793463,2.605310382857902,2.6011982039945143,0.08147664413030117,0.05909761200292783,0.5033665122298738,2.1346075534820557,0.24790117144584656,0.1523723602294922,0.6333955526351929,2.2219607830047607,0.21700215339660645,0.12284151464700699,0.5772603750228882,8,1.3464824259281158,2.4773411750793457,warmup,P,3,0.1964569091796875,0.00023746490478515625
0,4,cancer,25.17067139948238,72.15979032482745,2.6234756034249074e-10,684.1199398040771,7.457323372364044,2.244622191938106e-05,11181642,3.4744644165039062,18.911478996276855,5.4429911287754855,2.6065867606922133,2.6011982039945143,0.08147664413030117,0.05909761200292783,0.5033665122298738,2.1541378498077393,0.23691216111183167,0.15212033689022064,0.6230391263961792,2.2279446125030518,0.2136601060628891,0.12779630720615387,0.5745521187782288,8,1.3692585229873657,2.4775527715682983,warmup,P,3,0.1964569091796875,0.00023746490478515625
1,0,cancer,22.303984976873853,52.211993626427414,1.294291895881372e-10,794.4067478179932,6.657321751117706,2.1789428501506336e-05,11181642,3.970919609069824,18.914875030517578,4.763348768712125,2.9790336696524538,2.227998002988104,0.21335279655808237,0.12079199024768947,0.5651139325218657,2.019244909286499,0.3006415367126465,0.21280835568904877,0.7025126218795776,2.10817289352417,0.2718192934989929,0.16499663889408112,0.6404024362564087,8,1.7720523476600647,3.0710920095443726,warmup,TMM,3,0.1934051513671875,0.00023746490478515625
1,1,cancer,19.371689687620776,49.0728291894008,1.1287480672361738e-10,324.33619499206543,5.997591093182564,2.1649975678883493e-05,11181642,3.7549495697021484,18.907997131347656,5.035486304240162,2.8170102387466884,2.227998002988104,0.21335279655808237,0.12079199024768947,0.5651139325218657,2.0211498737335205,0.30412229895591736,0.2013244777917862,0.6961781978607178,2.0965921878814697,0.28142285346984863,0.16884276270866394,0.6443934440612793,8,1.7126314043998718,2.8540629148483276,warmup,TMM,3,0.1934051513671875,0.00023746490478515625
1,2,cancer,24.86166574602901,54.29893976961774,1.3674723853274173e-10,618.4632778167725,7.594531774520874,2.1536143322009593e-05,11181642,2.934206008911133,18.90401554107666,6.442634049438074,2.2012781307074576,2.227998002988104,0.21335279655808237,0.12079199024768947,0.5651139325218657,2.0343387126922607,0.29554295539855957,0.1910725235939026,0.6852964758872986,2.125640869140625,0.2654041051864624,0.15528078377246857,0.6287602782249451,8,1.1847067177295685,1.9341363310813904,warmup,TMM,3,0.1934051513671875,0.00023746490478515625
1,3,cancer,22.774808216517876,52.400019383598874,1.2799365733950907e-10,766.0747528076172,6.831935793161392,2.159050382033456e-05,11181642,3.8444366455078125,18.90568447113037,4.9176735668726606,2.884144564814363,2.227998002988104,0.21335279655808237,0.12079199024768947,0.5651139325218657,2.013763666152954,0.30543988943099976,0.20192980766296387,0.6985554099082947,2.104520082473755,0.2772357165813446,0.16709157824516296,0.63904869556427,8,1.706090271472931,2.9258803725242615,warmup,TMM,3,0.1934051513671875,0.00023746490478515625
1,4,cancer,17.926448532797334,45.01514912920699,9.099421216518522e-11,189.41974639892578,5.733335390686989,2.1190840925555676e-05,11181642,4.118354797363281,18.89222240447998,4.587322689287348,3.0896413961384206,2.227998002988104,0.21335279655808237,0.12079199024768947,0.5651139325218657,2.018418788909912,0.30857962369918823,0.21010763943195343,0.6990020871162415,2.099602699279785,0.2769283950328827,0.16845592856407166,0.6434500217437744,8,1.9495372772216797,3.28444105386734,warmup,TMM,3,0.1934051513671875,0.00023746490478515625
