round_id,client_id,codec_class_used,wmape,wmspe_sqrt,mse,mape,mspe_sqrt,w_mean_of_vec,model_size,compressed_bytes,basic_raw_bytes,compression_ratio,entropy_real_rate,global_eval_loss,global_eval_acc,global_eval_f1,global_eval_auc,train_loss,train_acc,train_f1,train_auc,test_loss,test_acc,test_f1,test_auc
12,4,identity,0.0,0.0,0.0,0.0,0.0,1.4929958524589892e-05,11181642,18.598944664001465,18.598944664001465,1.0,13.95316144086888,0.9590221977189926,0.6949523663183774,0.6444614877900812,0.9377758765837483,0.7891365885734558,0.7480035424232483,0.714919924736023,0.9605843424797058,0.9431896805763245,0.6981023550033569,0.6527719497680664,0.9391498565673828
13,0,identity,0.0,0.0,0.0,0.0,0.0,1.4334048501041252e-05,11181642,18.567797660827637,18.567797660827637,1.0,13.929794568633122,0.9189975545057579,0.7064382298709281,0.6596054555064188,0.942592667210256,0.7284183502197266,0.7757302522659302,0.7487291097640991,0.9661917686462402,0.8837729692459106,0.7173478603363037,0.6737315058708191,0.9463939666748047
13,1,identity,0.0,0.0,0.0,0.0,0.0,1.4291639672592282e-05,11181642,18.565478324890137,18.565478324890137,1.0,13.928054573737917,0.9189975545057579,0.7064382298709281,0.6596054555064188,0.942592667210256,0.7445694208145142,0.765561044216156,0.7398528456687927,0.9647539258003235,0.9136379361152649,0.704440712928772,0.6615162491798401,0.9430782198905945
13,2,identity,0.0,0.0,0.0,0.0,0.0,1.4382686458702665e-05,11181642,18.56864356994629,18.56864356994629,1.0,13.930429180258141,0.9189975545057579,0.7064382298709281,0.6596054555064188,0.942592667210256,0.734046459197998,0.7665688395500183,0.7372403144836426,0.9659157991409302,0.896744430065155,0.7122771739959717,0.6686459183692932,0.945237934589386
13,3,identity,0.0,0.0,0.0,0.0,0.0,1.4468933841271792e-05,11181642,18.57694149017334,18.57694149017334,1.0,13.936654384034115,0.9189975545057579,0.7064382298709281,0.6596054555064188,0.942592667210256,0.7677919268608093,0.7612449526786804,0.7357683777809143,0.9623721241950989,0.9301236271858215,0.6983712315559387,0.6528683304786682,0.9407491683959961
13,4,identity,0.0,0.0,0.0,0.0,0.0,1.4424806977331173e-05,11181642,18.57382106781006,18.57382106781006,1.0,13.934313404059976,0.9189975545057579,0.7064382298709281,0.6596054555064188,0.942592667210256,0.7324895858764648,0.7729848027229309,0.7440125346183777,0.9659563899040222,0.9016819000244141,0.7097418308258057,0.6672504544258118,0.9445034265518188
14,0,identity,0.0,0.0,0.0,0.0,0.0,1.398207950842334e-05,11181642,18.54776668548584,18.54776668548584,1.0,13.914767079826023,0.8825211628822732,0.7188844499078058,0.6754706766474156,0.9468743972027814,0.6866234540939331,0.7883565425872803,0.763185441493988,0.9697485566139221,0.8541377186775208,0.7252996563911438,0.6844051480293274,0.9500371217727661
14,1,identity,0.0,0.0,0.0,0.0,0.0,1.4027139513927978e-05,11181642,18.551779747009277,18.551779747009277,1.0,13.917777728888119,0.8825211628822732,0.7188844499078058,0.6754706766474156,0.9468743972027814,0.6833708882331848,0.7877423167228699,0.7639716863632202,0.9703040719032288,0.8652874827384949,0.7226490378379822,0.6803738474845886,0.9487974047660828
14,2,identity,0.0,0.0,0.0,0.0,0.0,1.3944669262855314e-05,11181642,18.545595169067383,18.545595169067383,1.0,13.91313798098705,0.8825211628822732,0.7188844499078058,0.6754706766474156,0.9468743972027814,0.695628821849823,0.7846563458442688,0.7588964104652405,0.9694820642471313,0.8729259967803955,0.7173094749450684,0.6745907664299011,0.9478013515472412
14,3,identity,0.0,0.0,0.0,0.0,0.0,1.4128998373053037e-05,11181642,18.556424140930176,18.556424140930176,1.0,13.921262011429091,0.8825211628822732,0.7188844499078058,0.6754706766474156,0.9468743972027814,0.7303161025047302,0.7723022103309631,0.7489255666732788,0.9659101366996765,0.8910695314407349,0.7123540043830872,0.6728829145431519,0.9461863040924072
14,4,identity,0.0,0.0,0.0,0.0,0.0,1.4021609786141198e-05,11181642,18.548751831054688,18.548751831054688,1.0,13.915506148381427,0.8825211628822732,0.7188844499078058,0.6754706766474156,0.9468743972027814,0.7217248678207397,0.7747594118118286,0.7475237846374512,0.9661177396774292,0.8880378603935242,0.7147741317749023,0.67462557554245,0.946351945400238
15,0,identity,0.0,0.0,0.0,0.0,0.0,1.3560154002334457e-05,11181642,18.52603816986084,18.52603816986084,1.0,13.89846607501832,0.852418743179265,0.7273740012292563,0.6864935843301747,0.9503960079624706,0.6586960554122925,0.7993447780609131,0.7757720351219177,0.9723635315895081,0.8381851315498352,0.7302166819572449,0.6919223666191101,0.9520099759101868
15,1,identity,0.0,0.0,0.0,0.0,0.0,1.368141602142714e-05,11181642,18.53126335144043,18.53126335144043,1.0,13.902386071741521,0.852418743179265,0.7273740012292563,0.6864935843301747,0.9503960079624706,0.6784863471984863,0.7864455580711365,0.7645041942596436,0.9707492589950562,0.8598547577857971,0.7238783240318298,0.6848023533821106,0.9497948884963989
15,2,identity,0.0,0.0,0.0,0.0,0.0,1.3613004739454482e-05,11181642,18.527236938476562,18.527236938476562,1.0,13.899365406261442,0.852418743179265,0.7273740012292563,0.6864935843301747,0.9503960079624706,0.658592164516449,0.7944850325584412,0.7695300579071045,0.9724689722061157,0.8404574990272522,0.7309080958366394,0.691317617893219,0.9516924619674683
